"user";"booking_date";"origin_airport";"price";"sales channel";"ant"
"user7";2018-11-01;"MAD";34.5;"travel agency";54
"user4";2018-11-01;"VGO";38.2400016785;"online";10
"user1";2018-11-01;"PMI";100.330001831;"online";45
"user2";2018-11-01;"VGO";140.119995117;"travel agency";61
"user10";2018-11-01;"MAD";192.440002441;"travel agency";0
"user7";2018-11-01;"MAD";39.1100006104;"travel agency";6
"user1";2018-11-01;"MAD";37.6199989319;"online";59
"user9";2018-11-01;"CPH";83.3399963379;"online";5
"user9";2018-11-01;"TFN";78.2300033569;"online";6
"user7";2018-11-02;"AGP";208.910003662;"travel agency";0
"user9";2018-11-01;"MAD";44.8899993896;"travel agency";2
"user6";2018-11-01;"MAD";33.1800003052;"online";23
"user8";2018-11-01;"MAD";45.7999992371;"online";0
"user4";2018-11-01;"NCE";81.2099990845;"online";6
"user8";2018-11-01;"MAD";174.619995117;"travel agency";3
"user1";2018-11-01;"TFN";60.5099983215;"online";24
"user8";2018-11-01;"LPA";31.6100006104;"travel agency";1
"user5";2018-10-30;"MAD";63.0600013733;"travel agency";2
"user9";2018-10-29;"AMS";83.9499969482;"travel agency";58
"user1";2018-11-01;"MAD";86.9000015259;"online";13
"user8";2018-11-01;"LYS";54.9700012207;"online";2
"user2";2018-11-01;"MAD";81.5922616998235;"online";2
"user8";2018-11-01;"MAD";29.0200004578;"online";21
"user9";2018-11-01;"SCQ";57.6199989319;"online";16
"user2";2018-11-01;"JMK";99.8499984741;"online";29
"user10";2018-11-01;"SVQ";34.6100006104;"online";39
"user4";2018-10-30;"MAD";49.8800010681;"online";5
"user10";2018-11-02;"CDG";152.960006714;"online";4
"user6";2018-11-01;"MAD";98.3399963379;"online";0
